document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,0,incl|1,True,,,,,False,False,"The document discusses asbestos exposure and its health effects, specifically lung cancer and pleural disease, but does not mention climate change or related health impacts such as heat, extreme weather events, water quality, or food security. Therefore, it is not related to climate change and health.",,0.00,0.00,2026-08-03_12-30-20_
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,0,incl|1,True,,,,,False,False,"The document focuses on water body extraction using remote sensing images and does not mention climate change or health-related topics. It discusses methods for improving image segmentation and recognition of water bodies, which are not directly related to climate change or health issues such as exposure pathways, heat, extreme weather events, water quality, or food security.",,0.00,0.00,2026-08-03_12-30-20_
558553,04cbc527-875c-44bd-ad19-a57458f0eaaf,New shop owners in old buildings: spatial politics of the apparel industry in Kyrgyzstan,0,incl|1,True,,,,,False,False,"The document discusses the apparel manufacturing sector in Kyrgyzstan, focusing on economic and infrastructural challenges rather than climate change or health issues. There is no mention of climate change, health, or related exposure pathways such as heat or extreme weather events.",,0.00,0.00,2026-08-03_12-30-20_
6365261,05d82313-c646-4ba4-a73f-5e1afccb8c9c,RESEARCH OF CONSEQUENCES OF EMERGENCY SITUATIONS AT THE INDUSTRIAL PIPELINES,0,incl|1,True,,,,,False,False,"The document discusses emergency situations related to industrial pipelines, focusing on risks of accidents and gas pipeline failures. It does not mention climate change or health-related issues such as exposure pathways, heat, extreme weather events, water quality, or food security. Therefore, it is not related to the specified topics.",,0.00,0.00,2026-08-03_12-30-20_
4658342,109d2025-cafe-43d1-9b24-e5dba4f68ea4,Dealing with the Unseen: Assessing and Addressing Implicit Attitudes to Enhance Professional Success in Geriatric Mental Healthcare,0,incl|1,True,,,,,False,False,"The context discusses attitudes towards racial and ethnic minorities, women, and LGBTQ+ individuals in the healthcare system, focusing on implicit biases and disparities in mental healthcare. It does not mention climate change or related health exposure pathways such as heat, extreme weather events, water quality, or food security.",,0.00,0.00,2026-08-03_12-30-20_
212484,202d1bc8-c1d3-4919-b40e-d7560ac9d3ff,Multi Layer Feature Fusion of Radar and Vision for Obstacle Detection in Complex Scenes,0,incl|1,True,,,,,False,False,"The document discusses a multimodal fusion method for obstacle detection in autonomous driving, focusing on safety and detection accuracy in various weather conditions. It does not address climate change or health-related issues, including exposure pathways like heat or extreme weather events. Therefore, the information related to climate change and health is missing.",,0.00,0.00,2026-08-03_12-30-20_
6994644,2f395670-3519-4993-9fe3-d62efbf02f7d,Itchy and scratchy? An investigation of human cercarial dermatitis in the UK,0,incl|1,True,,,,,False,False,"The document discusses human cercarial dermatitis (CD) and its association with open water swimming and environmental factors like snail hosts and waterfowl. However, it does not explicitly connect these issues to climate change or health pathways related to climate change, such as heat, extreme weather events, or food security. Therefore, the information regarding climate change and health is insufficient to affirm a relationship in this context.",,0.00,0.00,2026-08-03_12-30-20_
596984,350781d3-5778-4871-af69-cb4ac6b6cbaa,Thirty-two essential questions for understanding the social–ecological system of forage fish: the case of pacific herring,0,incl|1,True,,,,,False,False,"The document discusses the ecological and economic importance of forage fishes, specifically Pacific Herring, and their management issues. However, it does not mention climate change or health-related topics such as exposure pathways, heat, extreme weather events, water quality, or food security. Therefore, the record is not related to climate change and health.",,0.00,0.00,2026-08-03_12-30-20_
68335678,37472b37-1ecf-4dee-ba11-15e3c9243818,"Cartographies of Everyday Conflicts in Public Spaces. Informal Micro-activities on Formal Infrastructure. Carapungo Entry Park, Quito",0,incl|1,True,,,,,False,False,"The document discusses cartography, informal micro-activities, and public spaces in the context of a case study in Quito, Ecuador. It does not mention climate change or health-related issues, including exposure pathways like heat, extreme weather events, water quality, or food security. Therefore, the information related to climate change and health is missing.",,0.00,0.00,2026-08-03_12-30-20_
22339,3d63f91c-fdd7-45c1-be82-a5252d727499,Significance of dietary sulphur and sulphate reducing bacteria in lactating dairy cattle: A review,0,incl|1,True,,,,,True,False,"The context discusses the role of sulphur in animal nutrition and its effects on dairy cattle performance, but it does not mention climate change, health, or related exposure pathways such as heat, extreme weather events, water quality, or food security. Therefore, it is not related to the specified topics.",,0.00,0.00,2026-08-03_12-30-20_
78958,51ab0487-34cb-43a9-9467-4d6200dcbb15,The ‘Small House’ Phenomenon and Its Impact on Zimbabwean Women’s Sexual Reproductive Health and Rights (SRHR),0,incl|1,True,,,,,False,False,"The context provided discusses women's sexual reproductive health and rights in Zimbabwe, focusing on the 'small house' concept and its implications for women's equality and socio-economic rights. There is no mention of climate change, health exposure pathways, or related topics such as heat, extreme weather events, water quality, or food security. Therefore, the record is not related to climate change and health.",,0.00,0.00,2026-08-03_12-30-20_
802401,542f56a5-5f41-435c-b95e-b0516baee232,Temperature effects on plant gametophyte performance and their consequences for seed reproduction in wild plants,0,incl|1,True,,,,,False,False,"The document focuses on the impacts of climate change specifically on seed plant reproduction and does not address health-related aspects or exposure pathways such as heat, extreme weather events, water quality, or food security. Therefore, it is not related to climate change and health as defined in the prompt.",,0.00,0.00,2026-08-03_12-30-20_
997047,59baba2a-54cc-4381-b80d-b37d1827c117,世界の人口戦略における公衆衛生的アプローチの有用性 公衆衛生活動を重視するフィリピン家族計画•母子保健プロジェクトの事例報告,0,incl|1,True,,,,,False,False,"The document focuses on population growth and public health initiatives in the Philippines, particularly maternal and child health, but does not mention climate change or its related health impacts such as exposure pathways, heat, extreme weather events, water quality, or food security. Therefore, it is not related to climate change and health.",,0.00,0.00,2026-08-03_12-30-20_
3186494320,69ee550a-da8e-4643-a51e-951ffa7db335,Increasing oil recovery by utilization of AICV: a 3D multiphase simulation study of a heavy oil reservoir with an underlying water aquifer,0,incl|1,True,,,,,False,False,"The context provided discusses oil recovery technology and challenges in oil production, but it does not mention climate change or health-related issues. Therefore, it is not related to climate change and health.",,0.00,0.00,2026-08-03_12-30-20_
38182,7e86ba10-8575-4d09-b3cc-739d14822b6f,,0,incl|1,True,,,,,False,False,"The document discusses a radiochemical procedure for determining folylpolyglutamate synthetase activity, which is related to biochemical analysis rather than climate change or health. There is no mention of climate change, health, or related exposure pathways in the provided context.",,0.00,0.00,2026-08-03_12-30-20_
2881444016,9030242a-03a6-424f-9025-751812cbf88c,Harboring Sustainability: Assessing the Carbon Footprint of Maritime Fender Systems for Sustainable Ports,0,incl|1,True,,,,,True,True,"The document discusses human-induced global warming and its effects, which are directly related to climate change. It also mentions the health of the planet, indicating a connection to broader health concerns, including exposure pathways related to climate change effects such as extreme weather events and environmental quality issues. Therefore, the record is indeed related to climate change and health.","Concerns about the planet’s health are undeniably increasing, particularly in relation to the impacts of human-induced global warming...",0.00,98.88,2026-08-03_12-30-20_
9587,9394bc32-630d-4128-8dfc-04448776fd1f,"Climate and mortality in Australia: retrospective study, 1979-1990, and predicted impacts in five major cities in 2030",0,incl|1,True,,,,,True,True,"The document discusses the relationship between climatic extremes and mortality, indicating a direct link between climate change and health outcomes. It also mentions various health impacts related to climate, such as temperature-related mortality, which encompasses exposure pathways like heat and extreme weather events. Therefore, the record is indeed related to climate change and health as defined in the prompt.",Quantitative assessment of climatic and environmental health risks is necessary because changes in climate are expected.,0.00,100.00,2026-08-03_12-30-20_
