document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,5,include - best balance,True,,,,,False,False,"EXCLUDE: The record focuses on alkaline treatment, mechanical properties, fatigue, and morphology of kenaf-fibre/polypropylene composites. It does not substantively address climate, climate hazards, emissions, fossil fuels, or a qualifying human-health connection.",The objective of this study is to identify the effect of alkaline treatment on kenaf fibre in WPC system,0.00,100.00,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,5,include - best balance,True,,,,,False,False,"EXCLUDE: The record addresses asbestos exposure and subsequent lung cancer risk, but does not substantively address climate change, weather/climate variables, climate-forcing agents, fossil fuels, emissions, mitigation, or adaptation.","""Asbestos exposure is associated with dose-dependent risk of benign pleural disease, lung cancer and mesothelioma.""",0.00,98.26,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,5,include - best balance,True,,,,,False,False,"EXCLUDE: The document concerns synthetic yeast allopolyploids, genome stability, and biological adaptation to a novel environment. It does not substantively address climate, weather, climate-forcing agents, emissions, or a qualifying human-health connection.","""The six-species hybrids initially grew slowly, but they rapidly adapted when selection to a novel environment was applied""",0.00,98.37,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,5,include - best balance,True,,,,,False,False,"EXCLUDE: The record concerns improving water-body extraction from remote-sensing images and does not substantively address climate change or variability, climate hazards, emissions, or a human-health connection.",This paper proposes a neural network method incorporating an attention mechanism for water body extraction.,0.00,99.07,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
558553,04cbc527-875c-44bd-ad19-a57458f0eaaf,New shop owners in old buildings: spatial politics of the apparel industry in Kyrgyzstan,5,include - best balance,True,,,,,False,False,"EXCLUDE: The document discusses electricity access, privatized infrastructure, and apparel manufacturing, but it does not substantively address climate change or variability, climate hazards, emissions, fossil-fuel use, climate-forcing pollutants, or a qualifying human-health connection.","""the apparel manufacturing sector in Kyrgyzstan has thrived in a region known for significant challenges in electricity access and availability""",0.00,98.61,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
4590682663,057d9801-22cc-4aca-af9e-9cfc3d98eeea,Isolation and Purification of an Antimicrobial Protein from Rabbit Small Intestine and Its Antibacterial Activity,5,include - best balance,True,,,,,False,False,"EXCLUDE: The record concerns isolating and testing an antimicrobial protein against bacterial strains in rabbit intestinal tissue. It does not substantively address climate, weather, climate-forcing agents, mitigation, adaptation, or a qualifying climate-health pathway.",Objective To study the nature and composition of an antimicrobial protein isolated from the small intestine of rabbit.,0.00,100.00,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
6365261,05d82313-c646-4ba4-a73f-5e1afccb8c9c,RESEARCH OF CONSEQUENCES OF EMERGENCY SITUATIONS AT THE INDUSTRIAL PIPELINES,5,include - best balance,True,,,,,False,False,"EXCLUDE. The document concerns industrial gas-pipeline rupture hazards, ignition, shock waves, thermal effects, and gas losses. It does not substantively address climate change, climate variability, climate hazards, emissions as a climate issue, or a qualifying climate-health pathway.","""Industrial gas pipelines are objects of high danger.""",0.00,96.30,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
44493873,08bc5046-d4c0-43a6-b7f3-0e5deb1dbc16,Long-Distance Radical Cation Migration in Z-Form DNA,5,include - best balance,True,,,,,False,False,"The record concerns radical cation migration in DNA and does not substantively address climate change or variability, climate/weather hazards, climate-forcing agents, emissions, or a qualifying human-health connection.",Long-Distance Radical Cation Migration in Z-Form DNA,0.00,100.00,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
104858254,0903ca18-3876-442a-8a0f-f140f4a3e4de,EFEK BLIND FEEDING UNTUK MENINGKATKAN PERTUMBUHAN POST LARVA UDANG VANAME KEPADATAN TINGGI DAN PENGARUHNYA TERHADAP KUALITAS AIR [The Effect of Blind feeding to Increase Post Larva Growth of High-density Vaname Shrimp and Their Effect on Water Quality],5,include - best balance,True,,,,,False,False,"EXCLUDE: The study addresses shrimp growth, feeding dosage, and water quality, but does not substantively address climate change or variability, climate/weather variables, climate-forcing agents, emissions, or a climate-related adaptation or mitigation action. It also lacks a qualifying human-health connection.",The study aimed to evaluate the effect of the blind feeding method on the growth of vaname shrimp (Litopenaeus vannamei) and water quality.,0.00,100.00,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
5737,0d38df7d-0763-4e73-81cf-7230ce7bea0a,In vitro antiproliferative activity of selected medicinal plants from the North-West of Morocco on several cancer cell lines,5,include - best balance,True,,,,,False,False,"EXCLUDE: The record studies anticancer and antioxidant properties of medicinal plant extracts, with no substantive climate, weather, emissions, mitigation, adaptation, or climate-health component.",The aim of this study was to screen for anticancer and antioxidative properties of selected medicinal plants from this area of North-West of Morocco.,0.00,100.00,2026-09-01_13-29-34_luna_shortened_human_relatedness_3
