document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,35,(Unspecified) fossil fuels,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,37,Natural gas,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,36,Coal,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,38,Oil,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,457,Male,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,456,Female,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,454,All genders,True,,,,,True,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,455,Diverse,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,2,2. Governments (Actor),True,,,,,True,True,"The context explicitly refers to Nordic prime ministers, who are national government leaders and policymakers.",Nordic prime ministers,0.00,100.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,1,1. Supranational and international organizations (Actor),True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,4,4. Civil society (Actor),True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,3,3. Private sector (Actor),True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,5,5. Households / individuals (Actor),True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,43,Tropical,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,40,Dry / arid,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,42,Temperate,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,39,Continental,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,41,Polar,True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,70,International - multi-country (Governance scale),True,,,,,False,False,,,0.00,0.00,2026-09-02_12-07-56_flat_llm_luna
