document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
558553,04cbc527-875c-44bd-ad19-a57458f0eaaf,New shop owners in old buildings: spatial politics of the apparel industry in Kyrgyzstan,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
6365261,05d82313-c646-4ba4-a73f-5e1afccb8c9c,RESEARCH OF CONSEQUENCES OF EMERGENCY SITUATIONS AT THE INDUSTRIAL PIPELINES,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
6994644,2f395670-3519-4993-9fe3-d62efbf02f7d,Itchy and scratchy? An investigation of human cercarial dermatitis in the UK,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
596984,350781d3-5778-4871-af69-cb4ac6b6cbaa,Thirty-two essential questions for understanding the social–ecological system of forage fish: the case of pacific herring,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
68335678,37472b37-1ecf-4dee-ba11-15e3c9243818,"Cartographies of Everyday Conflicts in Public Spaces. Informal Micro-activities on Formal Infrastructure. Carapungo Entry Park, Quito",1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
22339,3d63f91c-fdd7-45c1-be82-a5252d727499,Significance of dietary sulphur and sulphate reducing bacteria in lactating dairy cattle: A review,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
78958,51ab0487-34cb-43a9-9467-4d6200dcbb15,The ‘Small House’ Phenomenon and Its Impact on Zimbabwean Women’s Sexual Reproductive Health and Rights (SRHR),1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
802401,542f56a5-5f41-435c-b95e-b0516baee232,Temperature effects on plant gametophyte performance and their consequences for seed reproduction in wild plants,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
997047,59baba2a-54cc-4381-b80d-b37d1827c117,世界の人口戦略における公衆衛生的アプローチの有用性 公衆衛生活動を重視するフィリピン家族計画•母子保健プロジェクトの事例報告,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
2881444016,9030242a-03a6-424f-9025-751812cbf88c,Harboring Sustainability: Assessing the Carbon Footprint of Maritime Fender Systems for Sustainable Ports,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
9587,9394bc32-630d-4128-8dfc-04448776fd1f,"Climate and mortality in Australia: retrospective study, 1979-1990, and predicted impacts in five major cities in 2030",1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
3522,a7eda8a9-ef16-4830-8fde-a1971b7b3a6a,The Application of Automated Techniques in the Management and Control of Source Materials,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
521359478,ac766dc4-9743-45cf-82af-a1c1bdc35392,AN AYURVEDIC APPROACH IN THE MANAGEMENT OF URTICARIA(SHEETPITTA): A CASE STUDY,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
712110,b7fe7d7d-00b7-411a-a269-5fb9542e9c94,Adhesion and anti-inflammatory potential of<i>Lactobacillus rhamnosus</i>GG in a sea buckthorn based beverage matrix,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
2929,bd59352e-90a0-47fc-ab8c-d59e2f4fa6e6,Analysing Mechanical Properties of Synthetic Material for Artificial Organ Manufacturing by Finite Element Analysis,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
5996,ccb24fb6-538e-4ca7-975e-4633cfbe5547,Influence of spraying by suspended dry yeast bread and soaked licorice root and salsalic acid to resist fungus Sclerotinia sclerotiorum on eggplant,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
582288464,e653d09a-b246-48fd-88b3-aec5823a4670,"&lt;title&gt;Advances in radio frequency tumor ablation therapy: technical considerations, strategies for increasing coagulation necrosis volume, and preliminary clinical results&lt;/title&gt;",1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
4686393638,e7b6c454-f386-4808-95cb-a36f5e001d67,Přepadení transportů peněz a cenností,1,incl|0,True,,,True,,LLM did not produce an output for this document. Check the logs carefully to find out why,,0.00,0.00,2026-07-30_12-38-53_
