document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,36,Coal,True,,,,,False,False,"[self-consistency: 0/2 present]
The guide concerns policies and methods for transitioning to a healthier and more sustainable food system; it does not address coal or solid fossil fuels.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,35,(Unspecified) fossil fuels,True,,,,,False,False,"[self-consistency: 0/2 present]
Fossil fuel use or combustion is not a subject of the guide. Any climate or sustainability framing is incidental to its focus on food-system policy methods.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,38,Oil,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not discuss liquid fossil fuels, petroleum products, transport, or industry emissions.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,37,Natural gas,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not discuss natural gas, methane, heating, electricity generation, or industrial fossil-fuel use.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,454,All genders,True,,,,,True,False,"[self-consistency: 0/2 present]
The guide concerns food-system policy methods and policymakers, not a study involving a human population or reporting findings across sexes or genders.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,455,Diverse,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not focus on transgender, non-binary, or other gender-diverse individuals.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,457,Male,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not identify or analyze individuals by male sex or gender.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,456,Female,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not identify or analyze individuals by female sex or gender.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,5,5. Households / individuals (Actor),True,,,,,False,False,"[self-consistency: 0/2 present]
The guide focuses on policymakers and policy methods rather than individuals or households carrying out behaviour changes.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,3,3. Private sector (Actor),True,,,,,False,False,"[self-consistency: 0/2 present]
Commercial enterprises or industries are not presented as actors implementing, investing in, or innovating within the guide's examined responses.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,4,4. Civil society (Actor),True,,,,,False,False,"[self-consistency: 0/2 present]
Although the project advocates for innovative policy, the context does not identify a non-profit, advocacy, or community organisation as carrying out an examined intervention.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,2,2. Governments (Actor),True,,,,,True,True,"[self-consistency: 2/2 present]
Government policymakers are the central intended actors, and the guide concerns policy development and implementation to support the transition to a healthier and more sustainable food system.",meant to ensure that policymakers do not stand in a position where they see the daunting scale of the problem but feel unequipped to deal with it.,0.00,100.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,1,1. Supranational and international organizations (Actor),True,,,,,False,False,"[self-consistency: 0/2 present]
No supranational or international intergovernmental body is described as coordinating, funding, setting policy, or implementing a programme in the guide.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,42,Temperate,True,,,,,False,False,"[self-consistency: 0/2 present]
The guide addresses food-system policy and methods globally, but does not focus on moderate mid-latitude climates or any specific climate zone.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,43,Tropical,True,,,,,False,False,"[self-consistency: 0/2 present]
The context does not identify equatorial, tropical, or consistently hot and humid climates as a study setting or focus.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,41,Polar,True,,,,,False,False,"[self-consistency: 0/2 present]
Cold or polar climates are not discussed as a setting, population, or subject of the guide.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,40,Dry / arid,True,,,,,False,False,"[self-consistency: 0/2 present]
Although the guide concerns sustainability and complex global challenges, it does not specifically address arid or semi-arid climates or water scarcity defined by climatic conditions.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,39,Continental,True,,,,,False,False,"[self-consistency: 0/2 present]
The guide does not focus on mid- or high-latitude climates with large seasonal temperature differences.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,72,National (Governance scale),True,,,,,False,False,"[self-consistency: 0/2 present]
The guide discusses policy broadly and does not focus on governance within a single sovereign nation or on national legislation or programmes.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,75,Z_Household / individual (Governance scale),True,,,,,False,False,"[self-consistency: 0/2 present]
Individual people and households are not the governance scale or subject of the guide.",,0.00,0.00,2026-09-02_20-20-20_assorted_fixes
2936,00433f83-2348-4737-a9f5-9da1c856aa95,Setting the table – a story of food policy innovation,71,International - regional (Governance scale),True,,,,,True,True,"[self-consistency: 2/2 present]
The study is situated in the Nordic context and concerns coordinated policy work across the formally defined Nordic regional institutional bloc.",This guide is the conclusion to a conversation started by the Nordic prime ministers,0.00,100.00,2026-09-02_20-20-20_assorted_fixes
