document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,0,include - high precision,True,,,,,False,False,"EXCLUDE: The record concerns material treatment and mechanical properties of kenaf-fibre/polypropylene composites. It contains no substantive climate-related component and no human-health, mitigation, or adaptation connection.",The objective of this study is to identify the effect of alkaline treatment on kenaf fibre in WPC system,0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,5,include - best balance,True,,,,,False,False,"EXCLUDE: The study evaluates tensile, flexural, fatigue, and morphological properties of a composite material, but does not directly or inferably address climate, health, mitigation, or adaptation.",A tensile test was carried out to determine the tensile stress of the material.,0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,6,include - high recall,True,,,,,False,False,"EXCLUDE: Although the record describes a materials intervention and mentions replacing an existing composite product, it does not mention climate change, climate-forcing emissions, fossil-fuel reduction, health, or adaptation.",Specimen was fabricated via injection moulding and hydraulic hot press using kenaf fibre (KF) as filler and polypropylene (PP) as the matrix.,0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,0,include - high precision,True,,,,,False,False,"EXCLUDE: The record substantively concerns asbestos exposure and cancer risk but contains no climate change, weather/climate variable, climate-forcing agent, fossil-fuel, mitigation, or adaptation component.","Asbestos exposure is associated with dose-dependent risk of benign pleural disease, lung cancer and mesothelioma.",0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,5,include - best balance,True,,,,,False,False,"EXCLUDE: The study addresses asbestos exposure and human lung-cancer outcomes, but no substantive climate-related element is present, so the required climate-health intersection is not met.",We followed 2218 subjects exposed to crocidolite asbestos as miners (n = 1286) or mine township residents,0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,6,include - high recall,True,,,,,False,False,"EXCLUDE: Although the record clearly concerns human health, it does not mention or substantively engage climate change, climate variables, climate-forcing agents, fossil fuels, or climate mitigation/adaptation.","Conclusions: In our population, the presence of pleural plaque is not associated with an increased risk of subsequent lung cancer.",0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,0,include - high precision,True,,,,,False,False,"EXCLUDE: The abstract does not substantively address climate change, weather/climate variables, climate-forcing agents, emissions, or climate mitigation/adaptation. The references to adaptation and bioenergy are generic potential applications, and cancer is not a studied human-health outcome.","""These new synthetic yeast hybrids have potential applications for the study of polyploidy, genome stability, chromosome segregation, cancer, and bioenergy.""",0.00,98.73,2026-09-01_09-42-43_luna_retuned_s1
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,5,include - best balance,True,,,,,False,False,"EXCLUDE: Although the abstract uses the terms ""adapted"" and ""bioenergy,"" these refer to biological adaptation of yeast and a potential application, not climate-related adaptation or mitigation. No substantive climate element is present.","""The six-species hybrids initially grew slowly, but they rapidly adapted when selection to a novel environment was applied""",0.00,98.37,2026-09-01_09-42-43_luna_retuned_s1
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,6,include - high recall,True,,,,,False,False,"EXCLUDE: The record mentions health-related research (cancer) and bioenergy as potential applications, but it does not contain a climate-related element such as climate change, weather, fossil fuels, greenhouse gases, emissions, or a climate hazard.","""These new synthetic yeast hybrids have potential applications for the study of polyploidy, genome stability, chromosome segregation, cancer, and bioenergy.""",0.00,98.73,2026-09-01_09-42-43_luna_retuned_s1
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,0,include - high precision,True,,,,,False,False,"The record concerns a deep-learning method for extracting water bodies from remote-sensing images, but it contains no substantive climate-related element and no human-health, mitigation, or adaptation connection.",Finding a means to extract water body information efficiently and accurately from high-resolution remote sensing images has been an important research direction in the field of water body extraction in recent years.,0.00,100.00,2026-09-01_09-42-43_luna_retuned_s1
