document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,5,include - best balance,True,,,,,False,False,"The record concerns alkaline treatment and mechanical properties of kenaf-fibre/polypropylene composites. It does not substantively address climate change, weather, climate hazards, mitigation, or adaptation, and it has no human-health or health-system component.","Global demand for wood plastic composite (WPC) has increased due to the increase of population and latest applications primarily in Malaysia industry today such as decking, chair and ceiling.",0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,5,include - best balance,True,,,,,False,False,"EXCLUDE: The document addresses asbestos exposure and subsequent lung cancer risk, but it does not substantively address climate, weather, climate change, mitigation, or adaptation. Although it concerns human health, the required climate component is absent.","Asbestos exposure is associated with dose-dependent risk of benign pleural disease, lung cancer and mesothelioma.",0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,5,include - best balance,True,,,,,False,False,"EXCLUDE: The document concerns synthetic yeast allopolyploids, genome stability, adaptation to a novel environment, and potential bioenergy applications. It does not substantively address climate change, climate hazards, mitigation, or climate adaptation, nor does it study human health outcomes or health systems.","""These new synthetic yeast hybrids have potential applications for the study of polyploidy, genome stability, chromosome segregation, cancer, and bioenergy.""",0.00,98.73,2026-09-01_13-49-03_luna_reshortened_2
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,5,include - best balance,True,,,,,False,False,"The paper concerns water-body extraction from remote-sensing imagery and does not substantively address climate change, climate hazards, mitigation, adaptation, or human health.","Using GF-2 images of Jiangsu province as the data source, the recognition results of this paper are compared with Dense-Net, Res-Net, Seg-Net, U-net, SVM, and RF.",0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
558553,04cbc527-875c-44bd-ad19-a57458f0eaaf,New shop owners in old buildings: spatial politics of the apparel industry in Kyrgyzstan,5,include - best balance,True,,,,,False,False,"The record discusses electricity access, infrastructure, and apparel manufacturing, but it does not substantively address climate change, weather/climate factors, mitigation, or adaptation. It also does not address human health or health systems.",This article adopts a political economy approach with insights from the political geography literature to illuminate how the apparel manufacturing sector in Kyrgyzstan has thrived in a region known for significant challenges in electricity access and availability.,0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
4590682663,057d9801-22cc-4aca-af9e-9cfc3d98eeea,Isolation and Purification of an Antimicrobial Protein from Rabbit Small Intestine and Its Antibacterial Activity,5,include - best balance,True,,,,,False,False,"The document studies an antimicrobial protein and its antibacterial activity in rabbit intestinal tissue. It does not substantively address climate, weather, climate change, mitigation, or adaptation, so it lacks the required climate component.","""Objective To study the nature and composition of an antimicrobial protein isolated from the small intestine of rabbit.""",0.00,99.16,2026-09-01_13-49-03_luna_reshortened_2
6365261,05d82313-c646-4ba4-a73f-5e1afccb8c9c,RESEARCH OF CONSEQUENCES OF EMERGENCY SITUATIONS AT THE INDUSTRIAL PIPELINES,5,include - best balance,True,,,,,False,True,"The record substantively addresses hydrocarbon energy carriers and their emergency emissions, providing a fossil-fuel-related climate component. It also addresses human health and injury risk through shock waves, thermal effects on people, and ignition-related accidents.","""The conditional probability of ignition of emergency emissions of hydrocarbon energy carriers was determined""",0.00,98.18,2026-09-01_13-49-03_luna_reshortened_2
44493873,08bc5046-d4c0-43a6-b7f3-0e5deb1dbc16,Long-Distance Radical Cation Migration in Z-Form DNA,5,include - best balance,True,,,,,False,False,"The record concerns chemical migration in DNA and does not substantively address climate factors, climate mitigation/adaptation, or human health.",Long-Distance Radical Cation Migration in Z-Form DNA,0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
104858254,0903ca18-3876-442a-8a0f-f140f4a3e4de,EFEK BLIND FEEDING UNTUK MENINGKATKAN PERTUMBUHAN POST LARVA UDANG VANAME KEPADATAN TINGGI DAN PENGARUHNYA TERHADAP KUALITAS AIR [The Effect of Blind feeding to Increase Post Larva Growth of High-density Vaname Shrimp and Their Effect on Water Quality],5,include - best balance,True,,,,,False,False,"EXCLUDE: The record concerns shrimp growth, feeding dosage, and aquaculture water quality, but it does not substantively address climate change, weather or climate variables, climate hazards, mitigation, or adaptation. Therefore, the required climate component is absent.",The study aimed to evaluate the effect of the blind feeding method on the growth of vaname shrimp (Litopenaeus vannamei) and water quality.,0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
5737,0d38df7d-0763-4e73-81cf-7230ce7bea0a,In vitro antiproliferative activity of selected medicinal plants from the North-West of Morocco on several cancer cell lines,5,include - best balance,True,,,,,False,False,"The document has a health component involving anticancer and antioxidant properties, but the Mediterranean climate is only mentioned as background and is not measured, analyzed, or linked to the health outcomes. Therefore, it lacks a substantive climate component and should be excluded.",The North-West of Morocco (Ouezzane) has a Mediterranean climate and is characterized by a good ecological diversity.,0.00,100.00,2026-09-01_13-49-03_luna_reshortened_2
