document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,0,incl|1,True,,,,,False,False,"The document discusses asbestos exposure and its health impacts, specifically lung cancer and pleural disease, but does not mention climate/weather variables or fossil fuels. Therefore, it does not meet the first criterion for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-42-21_
815689216,023f6c50-518e-4630-877f-026227409a4a,Improvement and application of UNet network for avoiding the effect of urban dense high-rise buildings and other feature shadows on water body extraction,0,incl|1,True,,,,,False,False,"The abstract does not mention any climate/weather variables or health-related issues. It focuses solely on the technical aspects of water body extraction using neural networks and does not address climate change or health impacts, which are required for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-42-21_
558553,04cbc527-875c-44bd-ad19-a57458f0eaaf,New shop owners in old buildings: spatial politics of the apparel industry in Kyrgyzstan,0,incl|1,True,,,,,False,False,"The context provided does not mention any climate/weather variables or health-related issues. It focuses on the apparel manufacturing sector in Kyrgyzstan and the challenges faced by shop owners, which are not related to climate or health topics as defined in the inclusion criteria.",,0.00,0.00,2026-08-06_11-42-21_
6365261,05d82313-c646-4ba4-a73f-5e1afccb8c9c,RESEARCH OF CONSEQUENCES OF EMERGENCY SITUATIONS AT THE INDUSTRIAL PIPELINES,0,incl|1,True,,,,,False,False,"The document discusses emergency situations related to industrial pipelines, focusing on risks of accidents and gas pipeline failures. However, it does not mention climate/weather variables or health-related issues, which are required for inclusion in the DESTINY repository. Therefore, it does not meet the criteria for inclusion based on the provided attributes.",,0.00,0.00,2026-08-06_11-42-21_
4658342,109d2025-cafe-43d1-9b24-e5dba4f68ea4,Dealing with the Unseen: Assessing and Addressing Implicit Attitudes to Enhance Professional Success in Geriatric Mental Healthcare,0,incl|1,True,,,,,False,False,"The abstract does not mention any climate or weather variables, nor does it discuss fossil fuels or climate-related extreme events. It focuses on issues of racial and ethnic disparities in healthcare and the impact of implicit biases, which are not related to climate or health-system relevance as defined in the criteria.",,0.00,0.00,2026-08-06_11-42-21_
212484,202d1bc8-c1d3-4919-b40e-d7560ac9d3ff,Multi Layer Feature Fusion of Radar and Vision for Obstacle Detection in Complex Scenes,0,incl|1,True,,,,,False,False,"The context provided discusses a multimodal fusion method for obstacle detection in autonomous driving, focusing on radar and vision technologies. It does not mention any climate/weather variables or health-related issues, which are required for inclusion in the DESTINY repository. Therefore, it does not meet the criteria for inclusion based on the specified attributes.",,0.00,0.00,2026-08-06_11-42-21_
6994644,2f395670-3519-4993-9fe3-d62efbf02f7d,Itchy and scratchy? An investigation of human cercarial dermatitis in the UK,0,incl|1,True,,,,,False,False,"The document discusses human cercarial dermatitis (CD) and its association with open water swimming, but it does not mention any climate or weather variables, nor does it relate to fossil fuels or climate-forcing agents. Additionally, while it addresses health issues related to CD, it does not connect these health issues to climate change or climate-related events. Therefore, it does not meet the criteria for inclusion.",,0.00,0.00,2026-08-06_11-42-21_
596984,350781d3-5778-4871-af69-cb4ac6b6cbaa,Thirty-two essential questions for understanding the social–ecological system of forage fish: the case of pacific herring,0,incl|1,True,,,,,False,False,"The abstract does not mention any climate/weather variables or health-related issues. It focuses on the ecological and economic importance of Pacific Herring and the management of forage fish, without any reference to climate change or health impacts.",,0.00,0.00,2026-08-06_11-42-21_
68335678,37472b37-1ecf-4dee-ba11-15e3c9243818,"Cartographies of Everyday Conflicts in Public Spaces. Informal Micro-activities on Formal Infrastructure. Carapungo Entry Park, Quito",0,incl|1,True,,,,,False,False,"The document does not mention any climate or weather variables, nor does it discuss health or health-system relevance. It focuses on cartography and informal activities in public spaces without addressing climate change or health issues.",,0.00,0.00,2026-08-06_11-42-21_
22339,3d63f91c-fdd7-45c1-be82-a5252d727499,Significance of dietary sulphur and sulphate reducing bacteria in lactating dairy cattle: A review,0,incl|1,True,,,,,True,False,"The context provided discusses the role of sulphur in animal nutrition and its effects on dairy cattle performance, but it does not mention any climate/weather variables or health-related issues. Therefore, it does not meet the criteria for inclusion in the DESTINY repository.",,0.00,0.00,2026-08-06_11-42-21_
