document_id,external_id,name,file_path
79194320,0c22c2a9-87cf-468f-8056-d8155433f533,Investigation des effets aérodynamiques de la canopée forestière sur le comportement de feux expérimentaux,
594690504,0c6b0900-2dca-4320-bbcf-8da044c123c7,The economic value of personal protective equipment for healthcare workers,
3304735613,0d2a9e0e-5fa0-4d9b-b22b-1cb61f77afe3,Study of the high-temperature deformation behavior and formability of Zr-based bulk metallic glass,
5737,0d38df7d-0763-4e73-81cf-7230ce7bea0a,In vitro antiproliferative activity of selected medicinal plants from the North-West of Morocco on several cancer cell lines,
36613328,0d7a44ec-676d-4688-8de9-d89c1589d5d0,,
651944780,0da7893e-5a04-4aec-99a3-3af1bc96482d,Kultur Dunaliella salina serta Potensinya sebagai Sumber Bahan Baku Antibakteri Shigella dysenteriae,
828387,0dae8857-5d46-4e8d-88cc-1d2e963b98c6,Biochemical markers of Bone Turnover in Obese Postmenopausal Saudi Women with Type-ІІ Diabetes Mellitus,
667110124,0dcb058f-3ee5-4d51-b65b-7d07610ecd75,Permeability and Effective Stress in Dipping Gas Shale Formation With Bedding—Experimental Study,
51599178,0e3bc1fb-5fe4-4537-baff-90b1f9683015,"Ensuring science is useful, usable and used in global disaster risk reduction and sustainable development: a view through the Sendai framework lens",
984294140,0e432cdc-f877-48c8-ad51-0816d30d28b5,"Housing on the Horizon: Low-rise, High-density Housing Strategies for Luanda’s Expanding Periphery",
96226,0ef907fb-ed1a-4418-aa84-4d739ecaa587,Nematode Control from Shank- and Drip-applied Fumigant Alternatives to Methyl Bromide,
4896059701,0f080bba-b98d-4c13-ba91-2f13be270e4c,Characterization and Preparation of (Ce-Zr)_mA_(1-m)O_2 Composite Oxides,
72128,0f1601f9-a4ce-4a2e-a800-56474aaf042b,SUBCUTANEOUS RUPTURE OF THE TRACHEA,
1047093896,0f289338-87bf-4199-a796-fe5fee1ea543,Effect of Ambient Conditions on Acoustic Activation of the Perfluoropropane Droplets Within the Infarct Zone,
247893,0f2e5c02-3792-42a3-90e3-069f76bbd832,Penyuluhan dan Pelatihan Pembuatan Hand Sanitizer di Desa Tambakbaya Kota Garut Sebagai Langkah Pencegahan Covid 19,
1478820416,0f595143-ff5a-4049-81d0-b77393ac5aac,"The Effect of 1 Per Cent Cod Liver Oil on the Rat, with Particular Reference to the Thyroid Gland",
35400,0ff90214-b5e5-48c8-af5f-112cb3076ba0,STEP-UP & SCALE-UP: Building dRTP Support and Training Networks,
2473095,105314b9-d016-42d1-927d-4c15102180d9,,
4534078,10762953-b94c-432a-9791-4ff49aa662d0,Mapping distributions of ticks and tick-borne diseases in Africa: Effects of climate change and the implications for human and animal health,
4658342,109d2025-cafe-43d1-9b24-e5dba4f68ea4,Dealing with the Unseen: Assessing and Addressing Implicit Attitudes to Enhance Professional Success in Geriatric Mental Healthcare,
4779659864,11224071-a549-4de1-9120-16482570e1d4,Optimization of Pitch Removal by Dissolved Air Flotation in a Eucalyptus Kraft Mill,
4594989,11811934-933b-4765-8e23-5a83f80946e1,,
7125270,11b0461c-546a-4aa9-873e-5e9c4bbbc180,Microstructure Evolution of Cu/In/Cu Joints After Solid-Liquid Interdiffusion,
135868650,11ba98a8-870d-4ea8-bda6-b0b0d92457ac,Assessment of variability for biochemical and mineral contents in fenugreek germplasm,
542002944,11df4c10-616a-4ad5-a637-ff53ed842b3f,Erratum: Global Burden of Ischemic Stroke in Young Adults in 204 Countries and Territories (Neurology (2023) 100:4 (e422-e434) DOI: 10.1212/WNL.0000000000201467),
73001152,11ecb53b-ad40-4d5f-8384-22bd38f3d600,Stream benthic macroinvertebrates abundances over a 6-year monitoring period of an Italian glacier-fed stream,
79510,1206eac9-eb2c-4c44-b496-2ab6f5f8f0ec,Climatic and human impacts on landscape development of the Murav'ev Amursky Peninsula (Russian South Far East) in the Middle/Late Holocene and historical time,
40454868,124fabb9-d795-4fb2-bd32-e67cdcd706dd,ASSESSMENT OF PESTICIDE RESIDUES IN STORED MAIZE AND BEANS FROM SELECTED MARKETS IN NORTHERN TARABA USING GAS CHROMATOGRAPHY-MASS SPECTROMETRY.,
3237284,12604ce2-c3c1-4dd7-9a9f-e533e5c4be06,Air Quality Prediction using Machine Learning: A Data-Driven Study of Ambient Pollutants in Delhi,
681008,128b8ba2-9284-42b1-b26a-04f8a1dc0b47,Role of spin-glass behavior in the formation of exotic magnetic states in GdB6,
95477,12937541-326c-47fb-91f9-3ff7e41ece84,CURRENT STATUS OF MEMBRANE‐BOUND CARBONIC ANHYDRASE*,
913597981,12e5e9fb-5e0c-412e-8f16-730067143057,"Millipore Inc, USA",
4731717,1310ced0-b431-4c92-8445-9e7fd9780357,"Diet of Xylocopa grisescens Lepeletier (Hymenoptera, Apidae) in a Semiarid Area Cultivated with Passion Fruit (Passiflora edulis Sims)",
492625,134005a1-ecfd-4bd2-a3c5-1480f3e214e3,Discrimination of 1‐ and 2‐Propanol by Using the Transient Current Change of a Semiconducting ZnFe<sub>2</sub>O<sub>4</sub> Chemiresistor,
77163,1357dcbd-9db2-4e97-84e7-bda8fc396564,,
2010,13c9b642-3853-4050-94b7-2d3b886dae2e,Building an Extra-Vehicular Activity (EVA) baseline motor behavior reference system as a tool to detect stress behavior,
5016094768,13dc84d6-9021-47ea-8370-9466518b10c8,,
3465817602,141949bc-1c9a-4e6e-bafb-863d27986079,A Review on the Prospect of Regional Development of Greece and Central/Eastern European Countries in the European Union,
112739,14395091-a386-4634-bbb3-70264e273852,DYNAMIC SURFACE TENSION OF GASOLINE AND ALCOHOL FUEL BLENDS,
284478,144311b7-d19f-4eb8-934c-5c680c280d5f,Bush Kinders: Building Young Children’s Relationships with the Environment,
2085682265,146e5ecc-ab93-464d-a157-38f1b1f4cdd1,"Método do tanque Classe A para irrigação da soja, cultivar Sambaíba, no Cerrado.",
34172,147dd49c-acb3-481c-b17d-98cb19eda4e8,,
20049307,152d312a-46cb-409a-bdd0-5a9bd4c4e177,ENTREPRENEURSHIP IN IMPLEMENTATION OF SUSTAINABLE DEVELOPMENT GOALS,
51819537,15da3de6-7714-4814-bea4-ad28756d1569,Implications of increasing demand for freshwater use from the water footprint of irrigated potato production in Alberta.,
45064149,162be184-0b6c-4b9c-93d4-361310ac0a7e,"LOW-TEMPERATURE FRACTURE TEST FOR POLYMER-MODIFIED BINDERS: EFFECT OF POLYMER STRUCTURE, COMPATIBILITY AND BITUMEN SOURCE IN STYRENE-BUTADIENE SYSTEMS",
3745,16bd12e4-e34b-47fd-bc1f-a435da5498d5,Sedimentological and mineralogical-petrographic characteristics of Miocene evaporitic deposits (SW Erzincan),
514700478,16d740bb-67dc-46fd-98f6-4226c44e91c3,Space–time compression,
1930110011,174d25ee-ad7f-46e9-81f0-c8ded23bea9a,Abseits der Regel — Terpene mit ungewöhnlichen Kohlenstoffgerüsten,
41550175,17700521-54f5-4a88-af14-c71878e4f253,Contrasting biological production trends over land and ocean,
462160008,1781491f-19f8-414d-b918-2bfdb48623ae,,
20135,17a08dd3-a038-4b83-be2c-86c9a794fb92,,
228059,17ae9dcb-9818-4fb4-a4cc-c127b65255b2,"Assessment of aquatic Phytoplanktons and water quality of Govindgarh Lake in Rewa district, Madhya Pradesh, India",
8381794,17afd988-1cbe-4bfd-a572-0d9cd3c38a68,Assessing the Breastfeeding Dyad: A Guide for Speech-Language Pathologists,
1887,17b9460c-fa2f-4c85-867a-60e5adfe3830,7. Federal Sharia Courts in Addis Ababa,
598094,17f484d1-60fe-4fe2-9f78-4a2e6051875d,Pollen longevity and viability database: an integrated resource for plant research and conservation,
4061837532,17faa0a3-68f6-4009-856b-4795701fad5b,Enhancing farmland soil carbon mapping: Integrating radar backscatter model and machine learning,
923745812,1816abd9-f6a9-46e4-9180-545dcaa47e22,Water Footprint Methodology and Its Role in Agricultural Water Management,
4672,18795ae2-0cf9-4d26-8759-de20e01abffe,Different housing conditions for zebrafish: What are the effects?,
500320805,18a31e18-ac25-413e-88c9-8f7ba75dfd6c,Reply on RC2,
4248475228,18cba3ad-1343-4b43-b7e8-4903d893f9ac,A Fuzzy Logic based system for Mixed Reality assistance of remote workforce,
395087175,190d4be0-d345-4cdb-baf5-eed085f53633,Molecular and Functional Characterization of a Wheat B2 Protein Imparting Adverse Temperature Tolerance and Influencing Plant Growth,
9530,1970d9ea-eb10-4af4-a31e-271db67171d8,,
5333265,198fe9a0-09a8-4eae-8623-91f61bf027ad,Sustainability in Leather Industry: Effects and Solutions,
455930,19a225a0-2872-40ec-bbd4-a9ec5e8cff71,Endotoxin responsiveness and subchronic grain dust-induced airway disease,
501541,19a62b68-060a-4969-8905-ecb111a7a45d,Mapping environmental sustainability: Reflecting on systemic practices for participatory research,
4823,1b289723-2e9c-48ed-bec8-ccd5dac15c6c,Identification and evaluation of durable resistance to sterility mosaic disease in pigeonpea (Cajanus cajan L. Huth),
182131451,1b439814-7bef-4033-af0f-02ca153f7efc,Some effects of cobalt and liver substance on blood building in dogs,
257505781,1b957fc5-736f-4608-ad81-9861e3266a13,Social Forestry and Dairy Farming Practices in West Java With Special Emphasis on the Examination of Conflict Identification and Resolution,
1062160,1be55efc-297a-4ec4-8322-c48d4a1f6998,Helping: Homeless Refugee and Protection of Women through Mobile Application,
2345962386,1c0ba322-fd87-47c7-b6ca-a1d7d9a23dbd,IL-1R and Inflammasomes Mediate Early Pulmonary Protective Mechanisms in Respiratory Brucella Abortus Infection,
28229,1c7a47db-4445-4d22-96a9-2603808d8ff9,Overcoming bottlenecks in high-speed transport systems,
386390,1ca7af18-a4f2-4356-b262-3032fbca807a,Carbon budget for national building stock life-cycle emissions: a novel approach,
12062400,1cbe6b27-d78d-466d-9737-41d090dab366,Basic Needs and the Urban Poor,
5111687,1ce11cb8-6ba6-45d7-87bc-04d22fe8dfd9,,
1271229060,1ce8187f-9a27-4c9a-8542-358cb0ea9b7c,Communication‐based predictive energy management strategy for a hybrid powertrain,
7338834,1d1526ba-04b9-4b07-9e2f-bb420a444f73,Phenanthraquinone inhibits eNOS activity and suppresses vasorelaxation,
704289314,1d43f7aa-ddde-447b-ae8e-957be285ddac,"Current Population Survey: Annual Demographic File, 1979",
288888583,1d55c187-defa-4fd2-872d-0c497fa1c136,,
4887187767,1d560cb4-d52b-4bca-a4e9-54e5afbdd160,"Information and Communication Technology Training Needs for Agricultural Extension Workers in Delta State, Nigeria",
4876453,1d6f820e-9158-4f59-a1b9-0ea2ac7808c8,Decoupling economic growth from energy consumption: Review of global trends and policy implications,
6030124,1db2911c-d072-417c-a818-eaf1e2499213,,
5700156,1df69448-1bb8-4d93-a932-91f528217859,,
560004577,1e62d58b-0888-4215-b0c0-f78ea425fd01,Culinária de papel,
41974,1ebdcb89-f72e-4296-9441-f3fd4adef943,Pore structure evolution and adsorption behaviors of porous poly (vinyl alcohol) hydrogel prepared using <scp>Na<sub>2</sub>SO<sub>4</sub></scp> and <scp>CaCO<sub>3</sub></scp> as porogens,
9636,1ec87b0b-e46f-4f6d-a57c-41dde29d0dfc,pavilion,
480757,1eca6d29-c6e3-44fd-9da6-cb82202a9c5b,Dietary nitrate supplementation attenuates the mechanoflex in older women with early menopause: A pilot study,
977688346,1ee7f96e-88d1-4139-a4a7-72a830c309b8,Wage Structure Effects of International Trade: Evidence from a Small Open Economy,
6689,1f135fc4-27a0-4039-b532-bc21f2d3c364,Knowledge Index on Scientific Poultry Farming among Online Trainees,
1988169026,201cda4c-bbe6-4314-8308-dfe92835373e,Postnatal developmental changes in adrenal oxygen-sensing mechanism,
212484,202d1bc8-c1d3-4919-b40e-d7560ac9d3ff,Multi Layer Feature Fusion of Radar and Vision for Obstacle Detection in Complex Scenes,
65120249,208c5109-7a68-4f7c-b03a-067e6c39649d,,
917063435,20c7a454-0c72-4bba-a45f-77091c402dee,Can development of water resources reduce poverty?,
43815641,20d142f0-9a35-4dd2-932a-d2eb7fe24b18,Macroeconomic Picture of the Food Industry of Republic Croatia,
10988066,2111d5e5-4ece-442c-a1c7-a5ba9321ee95,Evaluating the Impact of the Spatial Resolution of Digital Elevation Models on Flood Modelling,
629735189,21289c87-bc19-45ce-bed9-0f3f5658b872,The Importance of Wheat,
4490444244,213fe8c6-5c2c-4e0e-9d88-8e1f6699e1e0,"Xenoestrogen Modulation of the Immune System: Effects of Dichlorodiphenyltrichloroethane (DDT) and 2,3,7,8-Tetrachlorodibenzo-p-dioxin (TCDD)",
42387,214234b3-2734-409c-b2d7-02c6f6a4b116,Organizational resiliency through practice innovation: forced brand evolution in a prolonged exogenous service ecosystem disruption,
1947028944,216356f8-e9cb-4d51-bdb4-113f490c7285,Lung cancer and the petroleum industry in Louisiana.,
260311,217b28fe-afc9-4b00-aa31-362f9312d149,Minding the Microcirculation,
104333408,21bfcbe4-4d38-403e-be8e-a7abe6e74855,Out-of-Plane Strengthening of Masonry Walls with FRCM Composite Materials,
27542,21c73d4d-8c82-49b9-8fa2-bd7bf6111f29,,
4579544,2201a9e0-cc6e-4df0-bdf4-a0b7888c023f,The Ballantines,
278684268,22041adb-b4ef-46db-9e8b-714950783509,List of Abbreviations,
2839065782,229df35c-9933-4908-861f-3c49e1025dcd,A phase II study of the tolerability and activity of weekly vincristine sulfate liposomes injection (VSLI) in adults with Philadelphia chromosome-negative (Ph-) acute lymphoblastic leukemia (ALL) in second relapse or progressing following two antileukemia treatment lines,
74896,23374d58-7a2b-4d1c-940a-48b6f2eefff6,Role of Nitric Oxide and Oxidative Stress on Cardiorenal Syndrome Type 2,
2922423892,235fb1c9-52ed-4d9d-ba97-8f46bc9df97c,Parents’ Rights and the Value of the Family,
644558341,23c39819-3716-42eb-b15b-0cae45e05728,"Thermo-Mechanical Shock, X-Ray Transport and Radiation Response Analysis Experiments on NIF",
17796237,23e85d1b-79d0-475d-80cb-0b690f422c02,IMPLEMENTATION OF THE RSA CRYPTOGRAPHIC ALGORITHM IN THE QR-CODE ANDROID-BASED BUILDING PERMIT CHECKING APPLICATION,
88519,23ecbd99-8b85-4bb9-9b3c-aa7d392e88cf,,
3081124973,245a0b91-94da-4a34-83f1-8016756e905a,A new chemical causing IgE-mediated sensitization and asthma,
844962362,24716a13-7bc7-4227-8ad6-15d7eafe21b7,Environmental stress cracking resistance of polyethylene: The use of CRYSTAF and SEC to establish structure–property relationships,
3166273,24b976e1-17e3-4f5c-8dd9-494758c04413,Global population stabilisation policy and declining work-age population: a threat to global economic sustainability,
1680444,24cd711b-5b02-4f55-a8f6-9fde10f61a47,THE FREQUENCY OF USE OF VARIOUS DRUGS IN TREATING THE DISEASES OF THE CARDIOVASCULAR SYSTEM IN PATIENTS OF THE THERAPY DEPARTMENT,
8270,25553747-9dea-46e9-82d8-eb81d0dae03d,Changes in body and hematological parameters following the use of bone plates in management of tibial fracture in Kano brown goats,
4144186168,257cfbe7-f795-4eee-81b1-5b1ebdb0d148,The Green Soft and Hard Talent Management and Social Sustainability: a Moderated Serial Mediation Model,
25873,259281f2-70cc-45f7-a2dc-778c19c8f26b,Understanding the Antecedents of Knowledge Sharing Behavior From the Theory of Planned Behavior Model: Cross-Cultural Comparisons Between Mainland China and Malaysia,
2913464847,259a2656-993c-4dc2-979e-982acfacd3c2,You cannot just treat the skin,
6476,259a644b-0570-422c-bd1d-523a35f92c70,Agriculture in the Abbay Basin,
67520021,2602cb37-4705-4e60-8ef8-984c690769ca,Evaluation of heavy metals concentration in surface sediments of the Mordab river and parts of the Caspian Sea coast in Astara county,
6544726,265cf471-3872-4043-be1f-a2b4bfb3d634,Hypochlorous Acid Stress Response in Bacteria.,
6462,266b56a7-b3be-48ab-bb41-bdba3575f869,Bake-out용 바닥 난방에서 PID 제어에 따른 난방온도 및 에너지 소비량 분석,
55028098,27c06597-b89d-4e17-9c57-4ef83517cc85,Postoperative AKI After Open-Heart Surgery: What Else Can We Do?,
24364246,27fb4b35-205b-4f4d-a660-598ca6d8ec13,Smart Cool Fridge System Using IoT Sensor and GPS Localisation Using Raspberry Pi Controller for Frozen Food Industry,
3341784646,28b6a51e-4c8b-4b9c-8739-37b685a27c36,Variation in ecophysiological traits might contribute to ecogeographic isolation and divergence between parapatric ecotypes of<i>Mimulus aurantiacus</i>,
5880137,2932ed3e-b300-45b0-ac35-a206d4875d82,Optimization of microwave-assisted extraction of bajra milk using response surface methodology,
8776,2981e7d0-bd8d-458a-8cb3-fccffb4fa278,Remote Laboratory Experiments: Fan Map Generation and Airfoil Flow Characterization,
496188923,2a334908-17a7-461d-a1af-49f982aabd21,Influence of micronutrients on yield and quality of broccoli (Brassica oleracea L. var. italica Plenck) under open condition,
902427981,2a4b71f1-8315-4018-97e0-0b5d25c4c7e7,[Immunomodulating effects of vitamin K preparations and its potentiation by riboxine in acute cold stress].,
89172125,2a651b95-05e9-4124-ad8e-f70c860eed50,Sulfur vacancy-rich bismuth sulfide nanowire derived from CAU-17 for radioactive iodine capture in complex environments: Performance and intrinsic mechanisms,
20110,2a708124-0249-4878-9828-891de445057d,African American Folk Healing,
636859060,2ab2a8cb-652c-46a4-928a-678be9f90d84,TEMPERATURE DEPENDENT I-V CHARACTERISTICS OF <font>AlGaN/GaN</font> HBTS AND <font>GaN</font> BJTS,
3399637378,2ab75f2e-ed36-4282-9ef4-b145de241cd0,Nitrogen dioxide and particle pollution near trunk roads and in towns of the South Midlands in England,
271064031,2af934da-b9c3-4573-85ff-41fa8b4322b5,AI-driven innovation in ethnic clothing design: an intersection of machine learning and cultural heritage,
923566,2b1be918-0297-46b2-b02e-6dda22b3ad52,Long-term environmental observation for understanding the Earth system in the Anthropocene,
66019,2b2268d6-1594-4ac1-acdd-0a8e702a88d1,Inverse modelling of New Zealand's carbon dioxide balance estimates a larger than expected carbon sink,
93521752,2b5e388d-bfc6-455c-b2cf-c9ac0979cc93,Toxicity of Two Different Size Ceria Nanoparticles to Mice After Repeated Intranasal Instillation,
1412,2b7e904e-e2c7-402b-9ac1-947d4a08c9c3,The Cultural Epigenesis of Gender-Based Violence in Cambodia: Local and Buddhist Perspectives,
3441,2c5258d9-5279-45ef-b23c-fde5c73cd4a7,,
951802536,2c6ba97f-e203-4bbf-adec-3a977e06df08,Eefect Of Heat Stress On Perfprmance Of Dairy Friesian Cows 2- Reproductive Performance,
61720,2c97cb18-71b8-478a-989e-dceb271cf5fb,Bioremediation Techniques for Soil Pollution: An Introduction,
32196041,2cbbd675-02fd-4acf-bda6-59327dfd1cce,Spatial-temp oral distribution of fish assemblages in the upstreams of Huangpu River and Suzhou Creek,
6743859,2d0582f5-c774-44a0-8028-502d776d2e6e,Introduction: Pathways to Progress,
258513923,2d5ac696-a47d-4a58-b355-f281c540882b,Herpetological Notes from Lower California,
63936,2e6cbdf3-5a42-4f0b-b2f0-d1a496c12978,"Characterization, conservation and utilization of indigenous African animal genetic resources - ILCA's proposed program",
6994644,2f395670-3519-4993-9fe3-d62efbf02f7d,Itchy and scratchy? An investigation of human cercarial dermatitis in the UK,
12746173,2fa54a33-aac7-41f0-ac97-ac48f4203eb9,Radiocarbon AMS Dating of Pollen Concentrated from Eolian Sediments: Implications for Monsoon Climate Change Since the Late Quaternary,
1575,2fd6e36b-fc64-42e7-9f05-bc66786d3234,Investigating the Implementation of Toyota’s Human Resources Management Practices in the Aerospace Industry,
59318506,302d3eee-7acd-4ada-a5a9-e7f5ba943b1b,SUDDEN VS. DRAWN-OUT PLEISTOCENE EXTINCTION: PRELIMINARY RESULTS FROM THE AMERICAN SOUTHWEST,
813141936,3040cc0f-460f-4907-b38a-e49ea2c8f5d2,Efficient production of protocatechuic acid using systems engineering of Escherichia coli,
32922,31161b93-6f46-454b-bcf0-1ace1e6f1761,Resilience of international oil trade networks under extreme event shock-recovery simulations,
1613,31962a6f-a704-49a8-88ca-6afe2c80b38e,조건부가치추정법과 다차원홍수피해산정법을 이용한 마산항 재해방지시설의 편익산정 비교,
95733,3196eca0-4b9c-477b-bf9b-fb02edf13917,,
44169,32d1ae99-b221-44cb-8d2e-45a4b7954893,,
4730636120,336a0cf5-5760-408f-be0a-3179301757d9,The strategic surprise of Russian information operations on social media in 2016 in the United States: mapping a blind spot,
2831847227,336c254c-5aa5-4625-bb7d-2c0fe55e4eef,,
80777125,336cf441-42d5-4f64-985d-1f4002d74abb,"Cytomembrane Trafficking Pathways of Connexin 26, 30, and 43",
9808623,34908dea-73d4-43f1-bc15-d6d38000cded,Spreading Depolarization as a Therapeutic Target in Severe Ischemic Stroke: Physiological and Pharmacological Strategies,
2095804,350520ae-29ac-48cb-bd9e-8e124ac744c3,Formation behaviour of blister in cast aluminium alloy,
596984,350781d3-5778-4871-af69-cb4ac6b6cbaa,Thirty-two essential questions for understanding the social–ecological system of forage fish: the case of pacific herring,
9954,351d587c-b8c1-4e43-acd1-935fce44413d,Investigation of the Relationship between Students' Family Background and Nursing Soft Skills in Higher Vocational Colleges,
504087426,35710a2d-bfa5-4f38-84e2-bb069b6c35dd,Structural break and consumer prices: the case of Malaysia,
7674088,35fececc-ccfb-4728-a82d-e35c541a98a9,Children's predisaster functioning as a predictor of posttraumatic stress following Hurricane Andrew.,
3573893956,3688f15c-aaa8-4f74-a302-827ea59f0ff5,Public health policies,
98660,36b100fa-0389-431a-b653-2c9f1c8b2893,Correction: A β-Lactam Antibiotic Dampens Excitotoxic Inflammatory CNS Damage in a Mouse Model of Multiple Sclerosis,
4252,36d15ea3-117b-4de4-9247-8954f82d7085,Changes in International Security Environment and Paradigm Shifts in Overseas Dispatch of Korean Troops:,
