document_id,external_id,document_name,attribute_id,attribute_label,attribute_presence,human_additional_text,item_attribute_full_text_details,citation_page,citation_highlight_text,human_extraction,llm_extraction,llm_reasoning,llm_verbatim_text,human_verbatim_fuzzy_match_pct,llm_verbatim_fuzzy_match_pct,extraction_run_id
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,0,include - high precision,True,,,,,False,False,"EXCLUDE. The study evaluates the mechanical and morphological properties of a kenaf-fibre/polypropylene composite. It contains no substantive climate-related component and no human-health, health-relevant mitigation, or adaptation connection.","The objective of this study is to identify the effect of alkaline treatment on kenaf fibre in WPC system, to investigate the highest strength of kenaf fibre loading on mechanical properties in WPC, and to evaluate the morphology characteristics from fracture specimens related to the mechanical testing via scanning electron microscopy (SEM).",0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,5,include - best balance,True,,,,,False,False,"EXCLUDE. Although polypropylene is used as a matrix, the record does not discuss fossil-fuel replacement, emissions, climate change, weather hazards, human health, mitigation, or adaptation. It is solely a materials-performance study.",Specimen was fabricated via injection moulding and hydraulic hot press using kenaf fibre (KF) as filler and polypropylene (PP) as the matrix.,0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,6,include - high recall,True,,,,,False,False,"EXCLUDE. Even under the high-recall criteria, the record provides no clearly signalled climate element and no health, emissions-reduction, fossil-fuel-replacement, or climate-adaptation element. The stated replacement concerns an existing composite product, not fossil fuels or greenhouse-gas emissions.",Overall 5 wt. % NaOH with 40 wt.% PP/KF (5 wt.% MAPP) showed the best result and it is worth to replace the current kenaf fibre polymer composites product.,0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
60023523,0033a9dc-c1f5-4f47-842c-089a2d11b676,The characterization of mechanical behaviour on kenaf fibre / polypropylene composites,7,include - max precision,True,,,,,False,False,"EXCLUDE. The record is about tensile, flexural, fatigue, and morphological performance of a wood-plastic composite. It explicitly addresses neither climate nor human health and does not present a qualifying mitigation or adaptation action.",A tensile test was carried out to determine the tensile stress of the material.,0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,0,include - high precision,True,,,,,False,False,"EXCLUDE. The record substantively addresses asbestos exposure and human respiratory disease, but contains no climate change, weather, climate hazard, fossil-fuel, climate-forcing-agent, mitigation, or adaptation component.","Asbestos exposure is associated with dose-dependent risk of benign pleural disease, lung cancer and mesothelioma.",0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,5,include - best balance,True,,,,,False,False,"EXCLUDE. Although it examines occupational exposure and lung cancer, asbestos mining is not itself a qualifying climate element, and the record contains no other substantive climate-related component.",We followed 2218 subjects exposed to crocidolite asbestos as miners (n = 1286) or mine township residents,0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,6,include - high recall,True,,,,,False,False,"EXCLUDE. A human-health element is clearly present, but even under the high-recall criteria there is no climate-related factor, climate-relevant pollutant, extreme event, fossil fuel, mitigation action, or adaptation element.","In our population, the presence of pleural plaque is not associated with an increased risk of subsequent lung cancer.",0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
5471,010cea96-52e4-4819-8944-88d4b08345aa,Presence of pleural plaques and/or asbestosis and the risk of lung cancer in a Crocidolite asbestos exposed population from Western Australia,7,include - max precision,True,,,,,False,False,"EXCLUDE. The study explicitly links asbestos exposure with lung-cancer risk, but it does not explicitly or substantively address any climate-related element, mitigation action, or climate adaptation pathway.",the presence of asbestosis and cumulative asbestos exposure both contribute to increased subsequent lung cancer risk,0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,0,include - high precision,True,,,,,False,False,"EXCLUDE. The study concerns synthetic yeast hybrids and biological adaptation to a novel environment. It does not explicitly address climate change, climate variables, climate hazards, greenhouse-gas emissions, or a qualifying climate-related mitigation action. The mentions of cancer and bioenergy as potential applications do not establish an explicit climate–health connection.","These new synthetic yeast hybrids have potential applications for the study of polyploidy, genome stability, chromosome segregation, cancer, and bioenergy.",0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
21497823,01a3e3e1-114f-4c91-a5e6-f1cf9cfa1804,Synthetic hybrids of six yeast species,5,include - best balance,True,,,,,False,False,"EXCLUDE. “Adapted” refers to biological evolution of yeast under laboratory selection, not societal climate adaptation. No substantive climate-related component or qualifying climate–health pathway is stated.","The six-species hybrids initially grew slowly, but they rapidly adapted when selection to a novel environment was applied, even as they retained traits from multiple species.",0.00,100.00,2026-08-31_20-34-25_all_modes_resample_3
